0.01,4.476
0.02,1.208
0.03,-2.546
0.04,-6.1871
0.05,-9.111
0.06,-10.882
0.07,-11.36
0.08,-10.724
0.09,-9.3421
0.1,-7.6635
0.11,-5.9874
0.12,-4.4585
0.13,-3.0294
0.14,-1.5556
0.15,0.12831
0.16,2.117
0.17,4.3815
0.18,6.7616
0.19,8.9788
0.2,10.681
0.21,11.509
0.22,11.164
0.23,9.5016
0.24,6.5961
0.25,2.7685
0.26,-1.4716
0.27,-5.5146
0.28,-8.8272
0.29,-11.073
0.3,-12.213
0.31,-12.479
0.32,-12.277
0.33,-12.058
0.34,-12.174
0.35,-12.805
0.36,-13.966
0.37,-15.55
0.38,-17.391
0.39,-19.338
0.4,-21.229
0.41,-22.937
0.42,-24.329
0.43,-25.304
0.44,-25.811
0.45,-25.877
0.46,-25.588
0.47,-25.078
0.48,-24.471
0.49,-23.838
0.5,-23.189
0.51,-22.496
0.52,-21.731
0.53,-20.922
0.54,-20.15
0.55,-19.548
0.56,-19.257
0.57,-19.349
0.58,-19.856
0.59,-20.712
0.6,-21.802
0.61,-23.016
0.62,-24.256
0.63,-25.472
0.64,-26.644
0.65,-27.747
0.66,-28.719
0.67,-29.436
0.68,-29.717
0.69,-29.357
0.7,-28.196
0.71,-26.195
0.72,-23.476
0.73,-20.347
0.74,-17.273
0.75,-14.759
0.76,-13.23
0.77,-12.96
0.78,-13.966
0.79,-15.991
0.8,-18.579
0.81,-21.132
0.82,-23.097
0.83,-24.027
0.84,-23.715
0.85,-22.209
0.86,-19.782
0.87,-16.837
0.88,-13.808
0.89,-11.068
0.9,-8.8719
0.91,-7.3614
0.92,-6.5654
0.93,-6.4603
0.94,-6.9962
0.95,-8.0838
0.96,-9.6232
0.97,-11.446
0.98,-13.369
0.99,-15.193
1,-16.745
1.01,-17.904
1.02,-18.629
1.03,-18.941
1.04,-18.957
1.05,-18.794
1.06,-18.616
1.07,-18.579
1.08,-18.818
1.09,-19.438
1.1,-20.418
1.11,-21.687
1.12,-23.047
1.13,-24.243
1.14,-24.997
1.15,-25.096
1.16,-24.455
1.17,-23.155
1.18,-21.45
1.19,-19.719
1.2,-18.361
1.21,-17.699
1.22,-17.917
1.23,-18.96
1.24,-20.607
1.25,-22.498
1.26,-24.243
1.27,-25.525
1.28,-26.168
1.29,-26.171
1.3,-25.693
1.31,-24.986
1.32,-24.327
1.33,-23.925
1.34,-23.862
1.35,-24.082
1.36,-24.403
1.37,-24.592
1.38,-24.429
1.39,-23.809
1.4,-22.764
1.41,-21.469
1.42,-20.187
1.43,-19.167
1.44,-18.587
1.45,-18.495
1.46,-18.823
1.47,-19.438
1.48,-20.181
1.49,-20.964
1.5,-21.742
1.51,-22.519
1.52,-23.315
1.53,-24.122
1.54,-24.897
1.55,-25.551
1.56,-25.979
1.57,-26.063
1.58,-25.695
1.59,-24.792
1.6,-23.326
1.61,-21.348
1.62,-19.023
1.63,-16.622
1.64,-14.481
1.65,-12.918
1.66,-12.174
1.67,-12.324
1.68,-13.241
1.69,-14.628
1.7,-16.08
1.71,-17.171
1.72,-17.562
1.73,-17.073
1.74,-15.734
1.75,-13.779
1.76,-11.617
1.77,-9.7257
1.78,-8.5672
1.79,-8.4516
1.8,-9.4525
1.81,-11.431
1.82,-14.042
1.83,-16.832
1.84,-19.359
1.85,-21.274
1.86,-22.375
1.87,-22.624
1.88,-22.096
1.89,-20.951
1.9,-19.375
1.91,-17.546
1.92,-15.637
1.93,-13.782
1.94,-12.098
1.95,-10.671
1.96,-9.5812
1.97,-8.8509
1.98,-8.491
1.99,-8.4673
2,-8.6801
2.01,-9.0033
2.02,-9.266
2.03,-9.2975
2.04,-8.9796
2.05,-8.244
2.06,-7.1065
2.07,-5.659
2.08,-4.046
2.09,-2.4068
2.1,-0.88835
2.11,0.40415
2.12,1.3814
2.13,1.9646
2.14,2.0907
2.15,1.7203
2.16,0.87176
2.17,-0.36032
2.18,-1.8104
2.19,-3.2684
2.2,-4.5347
2.21,-5.4804
2.22,-6.0662
2.23,-6.3578
2.24,-6.4655
2.25,-6.5049
2.26,-6.5417
2.27,-6.5706
2.28,-6.5417
2.29,-6.4104
2.3,-6.1661
2.31,-5.8613
2.32,-5.5829
2.33,-5.4016
2.34,-5.3202
2.35,-5.2466
2.36,-4.9839
2.37,-4.3324
2.38,-3.1187
2.39,-1.3323
2.4,0.91117
2.41,3.3596
2.42,5.7055
2.43,7.681
2.44,9.1128
2.45,9.9429
2.46,10.203
2.47,9.956
2.48,9.2441
2.49,8.0856
2.5,6.4778
2.51,4.4682
2.52,2.1669
2.53,-0.21583
2.54,-2.4147
2.55,-4.1643
2.56,-5.2387
2.57,-5.5329
2.58,-5.0391
2.59,-3.8595
2.6,-2.173
2.61,-0.20795
2.62,1.7676
2.63,3.4725
2.64,4.631
2.65,5.0172
2.66,4.5128
2.67,3.1441
2.68,1.1266
2.69,-1.1721
2.7,-3.2973
2.71,-4.8184
2.72,-5.4305
2.73,-5.0601
2.74,-3.87
2.75,-2.2019
2.76,-0.4943
2.77,0.86388
2.78,1.6073
2.79,1.6546
2.8,1.0846
2.81,0.088905
2.82,-1.0985
2.83,-2.2544
2.84,-3.208
2.85,-3.8543
2.86,-4.1669
2.87,-4.1958
2.88,-4.0592
2.89,-3.9357
2.9,-4.004
2.91,-4.377
2.92,-5.0601
2.93,-5.9217
2.94,-6.723
2.95,-7.1932
2.96,-7.1354
2.97,-6.5049
2.98,-5.4384
2.99,-4.2115
3,-3.1529
3.01,-2.5329
3.02,-2.483
3.03,-2.9663
3.04,-3.8227
3.05,-4.8263
3.06,-5.7589
3.07,-6.4603
3.08,-6.8438
3.09,-6.8754
3.1,-6.5444
3.11,-5.8482
3.12,-4.7921
3.13,-3.3893
3.14,-1.6948
