0.01,-2.7403
0.02,-3.3088
0.03,-3.7083
0.04,-3.6804
0.05,-3.0027
0.06,-1.5795
0.07,0.49351
0.08,2.9184
0.09,5.2558
0.1,7.0347
0.11,7.8993
0.12,7.7124
0.13,6.5954
0.14,4.892
0.15,3.0595
0.16,1.539
0.17,0.63065
0.18,0.43587
0.19,0.85326
0.2,1.6284
0.21,2.4374
0.22,2.976
0.23,3.0217
0.24,2.4731
0.25,1.3601
0.26,-0.1783
0.27,-1.9333
0.28,-3.6784
0.29,-5.2109
0.3,-6.3995
0.31,-7.1905
0.32,-7.6099
0.33,-7.7431
0.34,-7.7093
0.35,-7.6377
0.36,-7.6357
0.37,-7.7808
0.38,-8.0969
0.39,-8.5381
0.4,-9.0072
0.41,-9.355
0.42,-9.4305
0.43,-9.1165
0.44,-8.3731
0.45,-7.2521
0.46,-5.8827
0.47,-4.4417
0.48,-3.108
0.49,-2.0228
0.5,-1.2754
0.51,-0.89979
0.52,-0.89184
0.53,-1.2258
0.54,-1.8459
0.55,-2.6687
0.56,-3.5711
0.57,-4.4099
0.58,-5.03
0.59,-5.3122
0.6,-5.2049
0.61,-4.7378
0.62,-4.0243
0.63,-3.2233
0.64,-2.4998
0.65,-1.983
0.66,-1.7366
0.67,-1.7525
0.68,-1.9751
0.69,-2.3269
0.7,-2.7383
0.71,-3.1835
0.72,-3.6745
0.73,-4.2568
0.74,-4.9704
0.75,-5.835
0.76,-6.8089
0.77,-7.7987
0.78,-8.6574
0.79,-9.2159
0.8,-9.3073
0.81,-8.8064
0.82,-7.6397
0.83,-5.827
0.84,-3.4896
0.85,-0.85805
0.86,1.7576
0.87,4.0175
0.88,5.6215
0.89,6.3788
0.9,6.2635
0.91,5.4088
0.92,4.0672
0.93,2.5328
0.94,1.062
0.95,-0.17631
0.96,-1.1085
0.97,-1.7386
0.98,-2.0904
0.99,-2.1878
1,-2.0387
1.01,-1.6471
1.02,-1.0509
1.03,-0.32737
1.04,0.41003
1.05,1.0242
1.06,1.4038
1.07,1.4833
1.08,1.2587
1.09,0.78767
1.1,0.1576
1.11,-0.5301
1.12,-1.186
1.13,-1.7405
1.14,-2.154
1.15,-2.4084
1.16,-2.5097
1.17,-2.4779
1.18,-2.3428
1.19,-2.142
1.2,-1.9214
1.21,-1.7306
1.22,-1.6213
1.23,-1.6233
1.24,-1.7545
1.25,-1.985
1.26,-2.2613
1.27,-2.5157
1.28,-2.6886
1.29,-2.7761
1.3,-2.8218
1.31,-2.9212
1.32,-3.1696
1.33,-3.6148
1.34,-4.223
1.35,-4.869
1.36,-5.3719
